Year,Month,Day,Flag.Tsunami,Flag.Earthquake,Volcano.Name,Location,Country,Elevation,Volcano.Type,Status,Volcanic.Explosivity.Index,Volcano...Deaths,Volcano...Deaths.Description,Volcano...Missing,Volcano...Missing.Description,Volcano...Injuries,Volcano...Injuries.Description,Volcano...Damage..in.M..,Volcano...Damage.Description,Volcano...Houses.destroyed,Volcano...Houses.destroyed.Description,Total.Effects...Deaths,Total.Effects...Deaths.Description,Total.Effects...Missing,Total.Effects...Missing.Description,Total.Effects...Injuries,Total.Effects...Injuries.Description,Total.Effects...Damages.in.million.Dollars,Total.Effects...Damage.Description,Total.Effects...Houses.Destroyed,Total.Effects...Houses.Destroyed.Description,Coordinates,Earthquakes...Houses.damaged.Description,Total.Effects...Houses.Damaged.Description,RowNumber
1907,8.0,4.0,,,Alayta,Africa-NE,Ethiopia,1501.0,Shield volcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,12.88,,,455
1909,9.0,15.39258114374034,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,2.0,221.0,Many (~101 to 1000 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,221.0,Many (~101 to 1000 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,-8.108,,,456
1919,5.0,19.0,,,Kelut,Java,Indonesia,1731.0,Stratovolcano,Historical,4.0,5110.0,Very Many (~1001 or more deaths),,,,,,,9000.0,Very Many (~1001 or more houses),5110.0,Very Many (~1001 or more deaths),,,,,,,9000.0,Very Many (~1001 or more houses),-7.93,,,457
1919,7.0,6.0,,,Nasu,Honshu-Japan,Japan,1917.0,Stratovolcano,Historical,,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,37.12,,,458
1920,10.0,29.0,,,Izalco,El Salvador,El Salvador,1950.0,Stratovolcano,Historical,3.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,13.813,,,459
1938,5.0,9.0,,,Bandai,Honshu-Japan,Japan,1819.0,Stratovolcano,Historical,,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,37.6,,,460
1949,1.0,1.0,,,Villarrica,Chile-C,Chile,2847.0,Stratovolcano,Historical,3.0,54.0,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),,,54.0,Some (~51 to 100 deaths),,,,,,MODERATE (~$1 to $5 million),,,-39.42,,,461
1963,9.0,28.0,,,Fuego,Guatemala,Guatemala,3763.0,Stratovolcano,Historical,3.0,7.0,Few (~1 to 50 deaths),,,,,,,,,7.0,Few (~1 to 50 deaths),,,,,,,,,14.473,,,462
1968,4.0,21.0,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,3.0,6.0,Few (~1 to 50 deaths),,,,,,,,,6.0,Few (~1 to 50 deaths),,,,,,,,,13.257,,,463
1985,5.0,10.0,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,3.0,70.0,Some (~51 to 100 deaths),,,,,,,,,70.0,Some (~51 to 100 deaths),,,,,,,,,-8.108,,,464
1992,7.0,5.0,,,Marapi,Sumatra,Indonesia,2891.0,Complex volcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,5.0,Few (~1 to 50 deaths),,,,,1.0,Few (~1 to 50 deaths),,,5.0,Few (~1 to 50 deaths),,,,,-0.381,,,465
2001,10.0,20.0,,,Stromboli,Italy,Italy,926.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,38.789,,,466
2004,10.0,24.0,,,Manam,New Guinea-NE of,Papua New Guinea,1807.0,Stratovolcano,Historical,4.0,5.0,Few (~1 to 50 deaths),,,,,,,,,5.0,Few (~1 to 50 deaths),,,,,,,,,-4.1,,,467
2010,5.0,29.0,Tsunami,Earthquake,Sarigan,Mariana Is-C Pacific,United States,538.0,Stratovolcano,Holocene,,,,,,,,,,,,,,,,,,,,,,16.708,,,468
2018,12.0,26.0,,Earthquake,Etna,Italy,Italy,3350.0,Stratovolcano,Historical,2.0,,,,,,,,,,,,,,,28.0,Few (~1 to 50 deaths),115.0,EXTREME (~$25 million or more),15.0,Few (~1 to 50 houses),37.734,,,469
2020,1.0,12.0,,,Taal,Luzon-Philippines,Philippines,400.0,Stratovolcano,Historical,,,,,,,,67.0,EXTREME (~$25 million or more),4573.0,Very Many (~1001 or more houses),,,,,,,67.0,EXTREME (~$25 million or more),4573.0,Very Many (~1001 or more houses),14.002,,,470
1334,8.0,15.39258114374034,,,Kelut,Java,Indonesia,1731.0,Stratovolcano,Historical,3.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-7.93,,,471
1564,12.0,31.0,,,Gamkonora,Halmahera-Indonesia,Indonesia,1635.0,Stratovolcano,Historical,3.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,1.375,,,472
1711,12.0,11.0,,,Awu,Sangihe Is-Indonesia,Indonesia,1320.0,Stratovolcano,Historical,3.0,3000.0,Very Many (~1001 or more deaths),,,,,,,,,3000.0,Very Many (~1001 or more deaths),,,,,,,,,3.67,,,473
1873,8.0,15.39258114374034,,,Vesuvius,Italy,Italy,1281.0,Complex volcano,Historical,,9.0,Few (~1 to 50 deaths),,,,,,,,,9.0,Few (~1 to 50 deaths),,,,,,,,,40.821,,,474
1877,6.0,25.0,,,Cotopaxi,Ecuador,Ecuador,5911.0,Stratovolcano,Historical,4.0,340.0,Many (~101 to 1000 deaths),,,,,,,,,340.0,Many (~101 to 1000 deaths),,,,,,,,,-0.677,,,475
1892,6.0,7.0,Tsunami,,Awu,Sangihe Is-Indonesia,Indonesia,1320.0,Stratovolcano,Historical,3.0,1532.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),1532.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),3.67,,,476
1895,5.0,22.0,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,-8.108,,,477
1895,6.0,17.0,,,Karkar,New Guinea-NE of,Papua New Guinea,1839.0,Stratovolcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,,,,21.0,Few (~1 to 50 deaths),,,,,,,,,-4.649,,,478
1902,5.0,20.0,Tsunami,,Pelee,W Indies,Martinique,1397.0,Stratovolcano,Historical,,,,,,,,,,,,,,,,,,,,,,14.82,,,479
1904,2.0,25.0,,,Karthala,Indian O-W,Comoros,2361.0,Shield volcano,Historical,2.0,1.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,1.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,-11.75,,,480
1906,4.0,4.0,Tsunami,,Vesuvius,Italy,Italy,1281.0,Complex volcano,Historical,3.0,350.0,Many (~101 to 1000 deaths),,,300.0,Many (~101 to 1000 deaths),,,,,350.0,Many (~101 to 1000 deaths),,,300.0,Many (~101 to 1000 deaths),,,,,40.821,,,481
1928,11.0,2.0,,,Etna,Italy,Italy,3350.0,Stratovolcano,Historical,1.0,5.0,Few (~1 to 50 deaths),,,,,,,,,5.0,Few (~1 to 50 deaths),,,,,,,,,37.734,,,482
1929,1.0,6.0,,,Calbuco,Chile-S,Chile,2003.0,Stratovolcano,Historical,3.0,,,,,,,,,,,,,,,,,,,,,-41.326,,,483
1930,12.0,18.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,3.0,1369.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),1109.0,Very Many (~1001 or more houses),1369.0,Very Many (~1001 or more deaths),,,,,,SEVERE (~>$5 to $24 million),1109.0,Very Many (~1001 or more houses),-7.542,,,484
1933,1.0,8.0,Tsunami,,Kharimkotan,Kuril Is,Russia,1145.0,Stratovolcano,Historical,3.0,,,,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,49.12,,,485
1933,12.0,24.0,,,Kuchinoerabu-jima,Ryukyu Is,Japan,649.0,Stratovolcano,Historical,4.0,8.0,Few (~1 to 50 deaths),,,26.0,Few (~1 to 50 deaths),,,,,8.0,Few (~1 to 50 deaths),,,26.0,Few (~1 to 50 deaths),,,,,30.43,,,486
1950,8.0,28.0,,,Semeru,Java,Indonesia,3676.0,Stratovolcano,Historical,1.0,6.0,Few (~1 to 50 deaths),,,,,,,,,6.0,Few (~1 to 50 deaths),,,,,,,,,-8.108,,,487
1972,6.0,9.0,,,Fournaise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488
1978,1.0,13.0,,,Usu,Hokkaido-Japan,Japan,731.0,Stratovolcano,Historical,3.0,3.0,Few (~1 to 50 deaths),,,2.0,Few (~1 to 50 deaths),,,,,3.0,Few (~1 to 50 deaths),,,2.0,Few (~1 to 50 deaths),,,,,42.53,,,489
1979,7.0,18.0,Tsunami,,Iliwerung,Lesser Sunda Is,Indonesia,1018.0,Complex volcano,Historical,,,,,,,,,,,,1239.0,Very Many (~1001 or more deaths),,,32.0,Few (~1 to 50 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-8.54,,,490
1996,9.0,27.0,,,Maderas,Nicaragua,Nicaragua,1394.0,Stratovolcano,Holocene,,6.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,6.0,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,,,,11.446,,,491
2002,11.0,3.0,,,Reventador,Ecuador,Ecuador,3562.0,Stratovolcano,Historical,4.0,,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,Few (~1 to 50 deaths),,,,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),-0.078,,,492
2011,4.0,15.39258114374034,,,Tungurahua,Ecuador,Ecuador,5023.0,Stratovolcano,Historical,4.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-1.467,,,493
2016,10.0,8.0,,,Aso,Kyushu-Japan,Japan,1592.0,Caldera,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,32.88,,,494
-1890,8.0,15.39258114374034,,,Hudson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495
-455,8.0,15.39258114374034,,,Cotopaxi,Ecuador,Ecuador,5911.0,Stratovolcano,Historical,4.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-0.677,,,496
240,8.0,15.39258114374034,,,Ksudach,Kamchatka,Russia,1079.0,Stratovolcano,Historical,6.0,,,,,,,,,,,,,,,,,,,,,51.8,,,497
1362,6.0,5.0,,,Oraefajokull,Iceland-SE,Iceland,2119.0,Stratovolcano,Historical,5.0,220.0,Many (~101 to 1000 deaths),,,,,,,,,220.0,Many (~101 to 1000 deaths),,,,,,,,,64.0,,,498
1385,8.0,15.39258114374034,,,Kelut,Java,Indonesia,1731.0,Stratovolcano,Historical,3.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-7.93,,,499
1630,9.0,3.0,,,Furnas,Azores,Portugal,805.0,Stratovolcano,Historical,4.0,200.0,Many (~101 to 1000 deaths),,,,,,,,,200.0,Many (~101 to 1000 deaths),,,,,,,,,37.77,,,500
1669,3.0,11.0,,Earthquake,Etna,Italy,Italy,3350.0,Stratovolcano,Historical,3.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,37.734,,,501
1670,8.0,15.39258114374034,,,Aoba,Vanuatu-SW Pacific,Vanuatu,1496.0,Shield volcano,Historical,2.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,-15.4,,,502
1690,8.0,15.39258114374034,,,Guntur,Java,Indonesia,2249.0,Complex volcano,Historical,3.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,-7.13,,,503
1766,7.0,20.0,,,Mayon,Luzon-Philippines,Philippines,2462.0,Stratovolcano,Historical,3.0,49.0,Few (~1 to 50 deaths),,,,,,,,,49.0,Few (~1 to 50 deaths),,,,,,,,,13.257,,,504
1780,7.0,27.0,,,Aoga-shima,Izu Is-Japan,Japan,423.0,Stratovolcano,Historical,3.0,7.0,Few (~1 to 50 deaths),,,,,,,,Few (~1 to 50 houses),7.0,Few (~1 to 50 deaths),,,,,,,,Few (~1 to 50 houses),32.45,,,505
1784,4.0,15.39258114374034,,,Grimsvotn,Iceland-NE,Iceland,1725.0,Caldera,Historical,4.0,,,,,,,,,,,9350.0,Very Many (~1001 or more deaths),,,,,,,,,64.42,,,506
1890,8.0,15.39258114374034,,,Victory,New Guinea,Papua New Guinea,1925.0,Stratovolcano,Historical,2.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,-9.2,,,507
1913,5.0,29.0,,,Asama,Honshu-Japan,Japan,2560.0,Complex volcano,Historical,1.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,36.4,,,508
1926,5.0,24.0,,,Tokachi,Hokkaido-Japan,Japan,2077.0,Stratovolcano,Historical,3.0,144.0,Many (~101 to 1000 deaths),,,207.0,Many (~101 to 1000 deaths),,,5080.0,Very Many (~1001 or more houses),144.0,Many (~101 to 1000 deaths),,,207.0,Many (~101 to 1000 deaths),,,5080.0,Very Many (~1001 or more houses),43.42,,,509
1932,1.0,21.0,,,Fuego,Guatemala,Guatemala,3763.0,Stratovolcano,Historical,4.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,14.473,,,510
1964,3.0,3.0,,,Villarrica,Chile-C,Chile,2847.0,Stratovolcano,Historical,2.0,25.0,Few (~1 to 50 deaths),,,,,,,,,25.0,Few (~1 to 50 deaths),,,,,,,,,-39.42,,,511
1967,12.0,4.0,Tsunami,,Deception Island,Antarctica,Antarctica,576.0,Caldera,Historical,3.0,,,,,,,,,,,,,,,,,,,,,-62.97,,,512
1974,10.0,22.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,2.0,9.0,Few (~1 to 50 deaths),,,,,,,6.0,Few (~1 to 50 houses),9.0,Few (~1 to 50 deaths),,,,,,,6.0,Few (~1 to 50 houses),-7.542,,,513
1977,1.0,10.0,,,Nyiragongo,Africa-C,Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,514
1988,12.0,25.0,,,Lonquimay,Chile-C,Chile,2865.0,Stratovolcano,Historical,3.0,1.0,Few (~1 to 50 deaths),,,,,,,,,1.0,Few (~1 to 50 deaths),,,,,,,,,-38.377,,,515
1991,6.0,3.0,,,Unzen,Kyushu-Japan,Japan,1500.0,Complex volcano,Historical,1.0,43.0,Few (~1 to 50 deaths),,,,,,,,,43.0,Few (~1 to 50 deaths),,,,,,,,,32.75,,,516
1993,3.0,12.0,,,Guagua Pichincha,Ecuador,Ecuador,4784.0,Stratovolcano,Historical,1.0,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,-0.171,,,517
2008,8.0,22.0,,,Tungurahua,Ecuador,Ecuador,5023.0,Stratovolcano,Historical,3.0,2.0,Few (~1 to 50 deaths),,,2.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),2.0,Few (~1 to 50 houses),2.0,Few (~1 to 50 deaths),,,2.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),2.0,Few (~1 to 50 houses),-1.467,,,518
2011,6.0,22.0,,,Nabro,Africa-NE,Eritrea,2218.0,Stratovolcano,Holocene,3.0,31.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),,,31.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 deaths),,LIMITED (roughly corresponding to less than $1 million),,,13.37,,,519
2013,9.0,1.0,,,Ubinas,Peru,Peru,5672.0,Stratovolcano,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,-16.355,,,520
2014,2.0,1.0,,,Sinabung,Sumatra,Indonesia,2460.0,Stratovolcano,Holocene,,17.0,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Some (~51 to 100 houses),17.0,Few (~1 to 50 deaths),,,3.0,Few (~1 to 50 deaths),,LIMITED (roughly corresponding to less than $1 million),,Some (~51 to 100 houses),3.17,,,521
2015,10.0,16.0,,,Sinabung,Sumatra,Indonesia,2460.0,Stratovolcano,Holocene,,1.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,1.0,Few (~1 to 50 deaths),,,,,,LIMITED (roughly corresponding to less than $1 million),,,3.17,,,522
-4350,8.0,15.39258114374034,,,Kikai,Ryukyu Is,Japan,717.0,Caldera,Historical,7.0,,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),,Many (~101 to 1000 deaths),,,,,,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),30.78,,,523
934,8.0,15.39258114374034,,,Katla,Iceland-S,Iceland,1512.0,Subglacial volcano,Historical,4.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.63,,,524
1250,8.0,15.39258114374034,,,Fentale,Africa-NE,Ethiopia,2007.0,Stratovolcano,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,,,,8.975,,,525
1389,12.0,1.0,,,Hekla,Iceland-S,Iceland,1491.0,Stratovolcano,Historical,3.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.98,,,526
1471,11.0,3.0,,,Sakura-jima,Kyushu-Japan,Japan,1117.0,Stratovolcano,Historical,5.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,31.58,,,527
1500,8.0,15.39258114374034,,,Katla,Iceland-S,Iceland,1512.0,Subglacial volcano,Historical,4.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,63.63,,,528
1590,1.0,15.0,,,Colima,Mexico,Mexico,3850.0,Stratovolcano,Historical,3.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,19.514,,,529
1596,5.0,1.0,,,Asama,Honshu-Japan,Japan,2560.0,Complex volcano,Historical,2.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,36.4,,,530
1606,1.0,23.0,Tsunami,,Hachijo-jima,Izu Is-Japan,Japan,854.0,Stratovolcano,Historical,2.0,,,,,,,,,,,,,,,,,,,,,33.13,,,531
1712,1.0,15.0,,,Bardarbunga,Iceland-NE,Iceland,2000.0,Stratovolcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,64.63,,,532
1716,10.0,5.0,,,Bardarbunga,Iceland-NE,Iceland,2000.0,Stratovolcano,Historical,2.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,64.63,,,533
1737,5.0,20.0,,,Vesuvius,Italy,Italy,1281.0,Complex volcano,Historical,2.0,2.0,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,2.0,Few (~1 to 50 deaths),,,,,,MODERATE (~$1 to $5 million),,,40.821,,,534
1779,11.0,8.0,,,Sakura-jima,Kyushu-Japan,Japan,1117.0,Stratovolcano,Historical,4.0,153.0,Many (~101 to 1000 deaths),,,,,,,,,153.0,Many (~101 to 1000 deaths),,,,,,,,,31.58,,,535
1783,8.0,5.0,,,Asama,Honshu-Japan,Japan,2560.0,Complex volcano,Historical,4.0,1491.0,Very Many (~1001 or more deaths),,,,,,,,,1491.0,Very Many (~1001 or more deaths),,,,,,,,,36.4,,,536
1822,12.0,27.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,3.0,100.0,Some (~51 to 100 deaths),,,,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),100.0,Some (~51 to 100 deaths),,,,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),-7.542,,,537
1840,8.0,15.39258114374034,,,Tinakula,Santa Cruz Is-SW Pac,Solomon Is.,851.0,Stratovolcano,Historical,3.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,-10.38,,,538
1845,2.0,8.0,Tsunami,Earthquake,Soputan,Sulawesi-Indonesia,Indonesia,1784.0,Stratovolcano,Historical,2.0,,,,,,,,,,,118.0,Many (~101 to 1000 deaths),,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),1.108,,,539
1847,4.0,9.0,,,Fogo,Cape Verde Is,Cape Verde,2829.0,Stratovolcano,Historical,2.0,,Few (~1 to 50 deaths),,,,,,,,,,Few (~1 to 50 deaths),,,,,,,,,14.95,,,540
1856,3.0,2.0,Tsunami,Earthquake,Awu,Sangihe Is-Indonesia,Indonesia,1320.0,Stratovolcano,Historical,3.0,2806.0,Very Many (~1001 or more deaths),,,,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),2806.0,Very Many (~1001 or more deaths),,,,Some (~51 to 100 deaths),,SEVERE (~>$5 to $24 million),,Many (~101 to 1000 houses),3.67,,,541
1861,12.0,29.0,,,Makian,Halmahera-Indonesia,Indonesia,1357.0,Stratovolcano,Historical,4.0,326.0,Many (~101 to 1000 deaths),,,47.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 houses),326.0,Many (~101 to 1000 deaths),,,47.0,Few (~1 to 50 deaths),,,,Many (~101 to 1000 houses),0.32,,,542
1903,8.0,30.0,,,Okataina,New Zealand,New Zealand,1111.0,Lava dome,Historical,1.0,4.0,Few (~1 to 50 deaths),,,,,,,,,4.0,Few (~1 to 50 deaths),,,,,,,,,-38.12,,,543
1951,11.0,5.0,,,Hakone,Honshu-Japan,Japan,1438.0,Complex volcano,Radiocarbon,,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,35.22,,,544
1954,8.0,3.0,,,Bam,New Guinea-NE of,Papua New Guinea,685.0,Stratovolcano,Historical,2.0,,,,,,Some (~51 to 100 deaths),,,,,25.0,Few (~1 to 50 deaths),,,,Some (~51 to 100 deaths),,,,,-3.6,,,545
1958,7.0,21.0,,,Daisetsu,Hokkaido-Japan,Japan,2290.0,Stratovolcano,Tephrochronology,,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,43.68,,,546
1962,12.0,31.0,,,Gamalama,Halmahera-Indonesia,Indonesia,1715.0,Stratovolcano,Historical,2.0,5.0,Few (~1 to 50 deaths),,,5.0,Few (~1 to 50 deaths),,,,,5.0,Few (~1 to 50 deaths),,,5.0,Few (~1 to 50 deaths),,,,,0.8,,,547
1969,1.0,7.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,2.0,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,-7.542,,,548
1973,1.0,15.39258114374034,,,Paluweh,Lesser Sunda Is,Indonesia,875.0,Stratovolcano,Historical,3.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),,,,,,,,LIMITED (roughly corresponding to less than $1 million),,Few (~1 to 50 houses),-8.32,,,549
1974,6.0,17.0,,,Sakura-jima,Kyushu-Japan,Japan,1117.0,Stratovolcano,Historical,3.0,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,31.58,,,550
1978,8.0,15.39258114374034,,,Tangkubanparahu,Java,Indonesia,2084.0,Stratovolcano,Historical,,3.0,Few (~1 to 50 deaths),,,,,,,,,3.0,Few (~1 to 50 deaths),,,,,,,,,-6.77,,,551
1983,7.0,23.0,,,Colo [Una Una],Sulawesi-Indonesia,Indonesia,507.0,Stratovolcano,Historical,4.0,,,,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),,,,,,,,MODERATE (~$1 to $5 million),,Many (~101 to 1000 houses),-0.17,,,552
1987,4.0,17.0,,,Etna,Italy,Italy,3350.0,Stratovolcano,Historical,2.0,2.0,Few (~1 to 50 deaths),,,7.0,Few (~1 to 50 deaths),,,,,2.0,Few (~1 to 50 deaths),,,7.0,Few (~1 to 50 deaths),,,,,37.734,,,553
1994,11.0,3.0,,,Rinjani,Lesser Sunda Is,Indonesia,3726.0,Stratovolcano,Historical,3.0,31.0,Few (~1 to 50 deaths),,,,,,,,,31.0,Few (~1 to 50 deaths),,,,,,,,,-8.42,,,554
1996,9.0,30.0,,,Grimsvotn,Iceland-NE,Iceland,1725.0,Caldera,Historical,3.0,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,64.42,,,555
1997,6.0,25.0,,,Soufriere Hills,W Indies,Montserrat,915.0,Stratovolcano,Historical,3.0,22.0,Few (~1 to 50 deaths),1.0,,,,,,,,22.0,Few (~1 to 50 deaths),,,,,,,,,16.72,,,556
1999,10.0,5.0,,,Guagua Pichincha,Ecuador,Ecuador,4784.0,Stratovolcano,Historical,3.0,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,-0.171,,,557
2001,8.0,5.0,,,Merapi,Java,Indonesia,2947.0,Stratovolcano,Historical,2.0,2.0,Few (~1 to 50 deaths),,,,,,,,,2.0,Few (~1 to 50 deaths),,,,,,,,,-7.542,,,558
2002,1.0,17.0,,,Nyiragongo,Africa-C,Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,559
2011,3.0,18.0,,,Karangetang [Api Siau],Sangihe Is-Indonesia,Indonesia,1784.0,Stratovolcano,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),,,2.78,,,560
2012,2.0,10.0,,,Kilauea,Hawaiian Is,United States,1222.0,Shield volcano,Historical,,,,,,,,,MODERATE (~$1 to $5 million),,,,,,,,,,MODERATE (~$1 to $5 million),,,19.425,,,561
2012,3.0,2.0,,,Kilauea,Hawaiian Is,United States,1222.0,Shield volcano,Historical,,,,,,,,,LIMITED (roughly corresponding to less than $1 million),1.0,Few (~1 to 50 houses),,,,,,,,,,,19.425,,,562
-1010,8.0,15.39258114374034,,,Tungurahua,Ecuador,Ecuador,5023.0,Stratovolcano,Historical,5.0,,Many (~101 to 1000 deaths),,,,,,,,,,Many (~101 to 1000 deaths),,,,,,,,,-1.467,,,563
350,8.0,15.39258114374034,,,Augustine,Alaska-SW,United States,1252.0,Lava dome,Historical,,,,,,,,,,,,,,,,,,,,,,59.37,,,564
